Date,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose,Volume,Open,High,Low,Close,Median,ao,ac,jaw,teeth,lips,fh,fl,fh3,fl3,fh5,fl5,fh8,fl8,fh13,fl13,fh21,fl21,fh34,fl34,fh55,fl55,fh89,fl89,mfi,fdbb,fdbs,fdb,aoaz,aobz,zlc,zlcb,zlcs,zcol,zone_sig,sz,bz,acs,acb,ss,sb,price_peak_above,price_peak_bellow,ao_peak_above,ao_peak_bellow,mfi_sq,mfi_green,mfi_fade,mfi_fake,mfi_sig,mfi_str,bar_height
2000-06-30 21:00:00,1.4828,1.4921,1.4632,1.4778,1.4831,1.4924,1.4635,1.4781,0,1.48295,1.49225,1.46335,1.47795,1.4778,0.01019719096,0.07002283049,1.47139585936,1.47364633774,1.46776018665,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,1.0,1.0,0.0,green,1.0,0.0,1.0,,,,,,,,,0,0,0,0,0,0,0.028900000000000148
2000-07-31 21:00:00,1.4778,1.4948,1.4718,1.4769,1.4781,1.4951,1.4721,1.4772,0,1.47795,1.49495,1.47195,1.47705,1.48345,0.02004757001,0.07135689519,1.47103463941,1.47202179552,1.47329814932,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,green,1.0,0.0,1.0,,,,,,,,,0,0,0,0,0,0,0.02299999999999991
2000-08-31 21:00:00,1.4769,1.5077,1.4688,1.5036,1.4772,1.508,1.4691,1.5039,0,1.47705,1.50785,1.46895,1.50375,1.4884,0.02883449483,0.05894480074,1.46918966715,1.47160657108,1.47561851946,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0.038899999999999935
2000-09-30 21:00:00,1.5036,1.5319,1.4924,1.5314,1.5039,1.5322,1.4927,1.5317,0,1.50375,1.53205,1.49255,1.53155,1.5123,0.03335072252,0.03939693893,1.46782892352,1.4745869997,1.47605481557,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,0.03939693893,,,,,,,,0,0,0,0,0,0,0.03949999999999987
2000-10-31 22:00:00,1.5314,1.5628,1.5216,1.5445,1.5317,1.5631,1.5219,1.5448,0,1.53155,1.56295,1.52175,1.54465,1.54235,0.07840711437,0.1121921956,1.46727669864,1.47587612474,1.47753385245,1.56295,,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0.041200000000000125
2000-11-30 22:00:00,1.5445,1.5537,1.4948,1.4984,1.5448,1.554,1.4951,1.4987,0,1.54465,1.55385,1.49495,1.49855,1.5244,0.1134765508,0.1487451016,1.46738618336,1.47611660914,1.47970708196,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,green,1.0,0.0,1.0,,,,,,,,,0,0,0,0,0,0,0.05889999999999995
2000-12-31 22:00:00,1.4984,1.5174,1.4902,1.5039,1.4987,1.5177,1.4905,1.5042,0,1.49855,1.51755,1.49035,1.50405,1.50395,0.12151000372,0.11765610123,1.46954493848,1.477033283,1.48622566557,,,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0.02719999999999989
2001-01-31 22:00:00,1.5039,1.5435,1.4903,1.5286,1.5042,1.5438,1.4906,1.5289,0,1.50405,1.54365,1.49045,1.52875,1.51705,0.13777179945,0.10364297346,1.47072609706,1.47845412263,1.49745053246,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,0.10364297346,,,,,,,,0,0,0,0,0,0,0.053199999999999914
2001-02-28 22:00:00,1.5286,1.5793,1.5266,1.5767,1.5289,1.5796,1.5269,1.577,0,1.52875,1.57945,1.52675,1.57685,1.5531,0.16352795492,0.1029346894,1.47127024344,1.4826848573,1.50284042596,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,0.1029346894,,,,,,,,0,0,0,0,0,0,0.05269999999999997
2001-03-31 22:00:00,1.5767,1.5827,1.5395,1.543,1.577,1.583,1.5398,1.5433,0,1.57685,1.58285,1.53965,1.54315,1.56125,0.16818843181,0.06921647632,1.47220714779,1.49014300014,1.50306234077,1.58285,,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,inf,,1.53965,-1,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,0.06921647632,,,,,,,,0,0,0,0,0,0,0.04320000000000013
2001-04-30 21:00:00,1.543,1.5562,1.5275,1.5435,1.5433,1.5565,1.5278,1.5438,0,1.54315,1.55635,1.52765,1.54365,1.542,0.17785312838,0.06107432293,1.47345275181,1.49442512512,1.50585987262,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,0.06107432293,,,,,,,,0,0,0,0,0,0,0.028699999999999948
2001-05-31 21:00:00,1.5435,1.5511,1.5104,1.5143,1.5438,1.5514,1.5107,1.5146,0,1.54365,1.55125,1.51055,1.51445,1.5309,0.20789379207,0.09344368295,1.47644100167,1.49561573448,1.51530789809,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0.04069999999999996
2001-06-30 21:00:00,1.5143,1.5473,1.507,1.5295,1.5146,1.5476,1.5073,1.5298,0,1.51445,1.54745,1.50715,1.52965,1.5273,0.22007824598,0.08259759678,1.48151092462,1.49829501767,1.52449631848,,,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,inf,,,0,1,0,0.0,0.0,0.0,gray,0.0,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0.0403
